"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","cell_type"
"14259","CD3E.2",0,2.33639782173963,0.92,0.173,0,11,"CD3E","T_NK"
"14269","CXCR4.8",0,1.96460835767454,0.97,0.421,0,11,"CXCR4","B"
"14426","CD27.2",2.23988324077028e-148,1.27824219936123,0.373,0.122,5.53945524274897e-144,11,"CD27","B"
"14395","LYZ.9",3.44083671477043e-176,-5.87658285694103,0.12,0.506,8.50953327929875e-172,11,"LYZ","Myeloid"
"14503","KRT8.7",3.35123534630185e-97,-6.06698995531554,0.024,0.287,8.28794013493911e-93,11,"KRT8","Epithelial"
"14519","MUC1.6",2.8488794883366e-92,-6.1430948715253,0.024,0.277,7.04556386260523e-88,11,"MUC1","Epithelial"
"14469","KRT19.7",2.61123325807454e-112,-6.50263856967259,0.027,0.321,6.45784097054414e-108,11,"KRT19","Epithelial"
"13005","LYZ.8",0,3.13520937731949,1,0.481,0,10,"LYZ","Myeloid"
"12809","CD14.1",0,2.38532459473905,0.894,0.181,0,10,"CD14","Myeloid"
"12891","CD4.1",0,1.8537653388957,0.765,0.167,0,10,"CD4","T_NK"
"12951","ITGAM.2",0,1.62950736757189,0.721,0.164,0,10,"ITGAM","Myeloid"
"13216","IRF8.1",0,1.29829985109986,0.533,0.128,0,10,"IRF8","DCs"
"12962","HLA-DRA.6",0,0.573241195208589,0.983,0.439,0,10,"HLA-DRA","Myeloid"
"10992","LYZ.7",0,2.78041930589742,0.895,0.483,0,9,"LYZ","Myeloid"
"11049","HLA-DRA.5",6.21721467204687e-176,1.01990136470884,0.707,0.446,1.53757936054391e-171,9,"HLA-DRA","Myeloid"
"11105","CXCR4.7",4.45024881122861e-160,-2.64724198371308,0.07,0.448,1.10059103350495e-155,9,"CXCR4","B"
"11773","MUC1.5",1.56847689942074e-107,-4.03060541614137,0.017,0.278,3.87900021995744e-103,9,"MUC1","Epithelial"
"11409","KRT18.5",3.12606180158322e-126,-4.56354925358883,0.01,0.301,7.73106344149545e-122,9,"KRT18","Epithelial"
"11327","KRT19.6",3.4938394232446e-133,-4.76262002449168,0.017,0.323,8.64061427762621e-129,9,"KRT19","Epithelial"
"11482","KRT8.6",3.10977514581888e-121,-5.1606166055561,0.008,0.288,7.69078491312467e-117,9,"KRT8","Epithelial"
"9049","FCGR3B.1",0,3.02789965866146,0.572,0.088,0,8,"FCGR3B","Myeloid"
"10405","LYZ.6",1.99490562688469e-114,-2.44363413203668,0.184,0.506,4.93360110584854e-110,8,"LYZ","Myeloid"
"10650","KRT18.4",7.29151169492621e-103,-2.75646466793709,0.037,0.3,1.8032637572722e-98,8,"KRT18","Epithelial"
"9955","HLA-DRA.4",3.2338437934278e-137,-2.94205152596627,0.114,0.465,7.99761908552628e-133,8,"HLA-DRA","Myeloid"
"10605","KRT8.5",2.14517676838605e-105,-3.05692234844428,0.027,0.288,5.30523666589553e-101,8,"KRT8","Epithelial"
"8470","TPSAB1",0,9.79829681840975,0.996,0.045,0,7,"TPSAB1","Mast"
"8468","CPA3",0,9.69280725860257,0.992,0.012,0,7,"CPA3","Mast"
"8480","CLU.1",0,3.39630797647997,0.981,0.201,0,7,"CLU","Epithelial"
"8498","CD69.2",0,2.99736340965286,0.828,0.218,0,7,"CD69","T_NK"
"8807","CXCR4.6",1.11919773657409e-120,-2.55675364674269,0.156,0.446,2.76788792232138e-116,7,"CXCR4","B"
"8731","IGLL5.1",1.43161436686457e-185,-4.20085128864362,0.479,0.179,3.54052549069278e-181,7,"IGLL5","B"
"8714","LYZ.5",8.27874314279523e-201,-5.81895420243422,0.144,0.508,2.04741596664469e-196,7,"LYZ","Myeloid"
"8795","KRT18.3",1.02823430067109e-132,-6.50292900305585,0.014,0.301,2.54292624898967e-128,7,"KRT18","Epithelial"
"8802","KRT8.4",1.23847973775101e-124,-6.69110316059392,0.015,0.289,3.06288423943203e-120,7,"KRT8","Epithelial"
"8804","MUC1.4",1.33424578640043e-121,-7.2392514012778,0.011,0.279,3.2997232543469e-117,7,"MUC1","Epithelial"
"8197","KRT19.5",1.8604826681437e-151,1.20800494720487,0.595,0.303,4.60115968658619e-147,6,"KRT19","Epithelial"
"8142","SPINK1.1",4.58449723886538e-225,1.00568019464747,0.516,0.203,1.1337920121438e-220,6,"SPINK1","Epithelial"
"8261","HLA-DRA.3",1.89433990339013e-122,-3.37496243049995,0.189,0.464,4.68489201507413e-118,6,"HLA-DRA","Myeloid"
"8159","CXCR4.5",5.56867040299863e-191,-3.78634003447849,0.087,0.449,1.37718787736559e-186,6,"CXCR4","B"
"5867","C1QA",0,4.25691682769634,0.896,0.099,0,5,"C1QA","Myeloid"
"6048","HLA-DRA.2",0,3.67652590322749,1,0.43,0,5,"HLA-DRA","Myeloid"
"5862","CD14",0,3.05973202099631,0.98,0.167,0,5,"CD14","Myeloid"
"5872","FCGR3A",0,2.89492666594325,0.924,0.134,0,5,"FCGR3A","Myeloid"
"5989","APOE",0,2.84622580294741,0.799,0.188,0,5,"APOE","Fibroblasts"
"5883","CD4",0,2.59368279197216,0.912,0.152,0,5,"CD4","T_NK"
"6127","IRF8",0,1.50945569474824,0.648,0.117,0,5,"IRF8","DCs"
"6165","LYZ.4",0,1.38238932681687,0.988,0.474,0,5,"LYZ","Myeloid"
"6033","ITGAM.1",0,0.867642063596914,0.734,0.155,0,5,"ITGAM","Myeloid"
"6831","CXCR4.4",2.84059873601753e-297,0.201627119824288,0.918,0.415,7.02508473404533e-293,5,"CXCR4","B"
"6130","IGLL5",0,-4.25592894167772,0.696,0.166,0,5,"IGLL5","B"
"7513","KRT19.4",2.74505882905943e-152,-7.06925518692516,0.063,0.324,6.78880499014687e-148,5,"KRT19","Epithelial"
"4957","MUC1.3",0,2.26237760090455,0.763,0.247,0,4,"MUC1","Epithelial"
"4962","KRT19.3",0,1.88482238181376,0.772,0.291,0,4,"KRT19","Epithelial"
"5011","CXCR4.3",7.7948164271383e-272,-3.78439031108237,0.061,0.454,1.92773605059557e-267,4,"CXCR4","B"
"2573","TFF1",0,4.19075004674482,0.938,0.136,0,3,"TFF1","Epithelial"
"2616","KRT18.2",0,2.52514273252482,0.949,0.256,0,3,"KRT18","Epithelial"
"2574","SPINK1",0,2.15984235786457,0.969,0.172,0,3,"SPINK1","Epithelial"
"2614","KRT8.3",0,2.12178978263583,0.938,0.243,0,3,"KRT8","Epithelial"
"3116","PDGFA",0,1.64387261952627,0.554,0.128,0,3,"PDGFA","Fibroblasts"
"2651","MUC1.2",0,1.45029229409619,0.868,0.237,0,3,"MUC1","Epithelial"
"2663","KRT19.2",0,1.08424877289935,0.901,0.28,0,3,"KRT19","Epithelial"
"2649","CLU",0,1.03546951376432,0.825,0.193,0,3,"CLU","Epithelial"
"4741","LYZ.3",4.28872011621635e-145,-1.19369452490839,0.91,0.473,1.06064337194147e-140,3,"LYZ","Myeloid"
"3419","CXCR4.2",0,-5.48009667290912,0.083,0.456,0,3,"CXCR4","B"
"618","FCGR3B",0,4.50876556741907,0.99,0.053,0,2,"FCGR3B","Myeloid"
"1309","ITGAM",0,2.53306475180129,0.443,0.165,0,2,"ITGAM","Myeloid"
"1103","LYZ.2",0,0.345629563740732,0.892,0.473,0,2,"LYZ","Myeloid"
"1783","KRT18.1",4.42650359699114e-215,-5.18827737808486,0.015,0.308,1.09471860457188e-210,2,"KRT18","Epithelial"
"1811","KRT19.1",5.71455872569119e-212,-5.27821736433258,0.037,0.329,1.41326751845069e-207,2,"KRT19","Epithelial"
"1084","HLA-DRA.1",0,-5.50771427916093,0.049,0.477,0,2,"HLA-DRA","Myeloid"
"1807","KRT8.2",2.24820348369514e-212,-5.84107905887145,0.009,0.295,5.56003203552646e-208,2,"KRT8","Epithelial"
"1908","MUC1.1",2.58079729900855e-200,-5.88159781487945,0.011,0.285,6.38256980017805e-196,2,"MUC1","Epithelial"
"303","CD3E.1",0,2.44804514541438,0.916,0.151,0,1,"CD3E","T_NK"
"302","CD3D.1",0,2.22049336937391,0.943,0.15,0,1,"CD3D","T_NK"
"327","CD27.1",0,2.09394267056143,0.624,0.1,0,1,"CD27","B"
"308","CD2.1",0,1.47100333613131,0.84,0.165,0,1,"CD2","T_NK"
"349","CD69.1",0,1.16071184503932,0.653,0.214,0,1,"CD69","T_NK"
"341","CXCR4.1",0,0.594671164866656,0.864,0.411,0,1,"CXCR4","B"
"565","KRT8.1",1.72768620895827e-181,-5.29792793989285,0.039,0.294,4.27274076337471e-177,1,"KRT8","Epithelial"
"457","HLA-DRA",1.07266058134176e-275,-5.65605103453791,0.132,0.473,2.6527968837163e-271,1,"HLA-DRA","Myeloid"
"359","LYZ.1",0,-6.23892888859346,0.114,0.518,0,1,"LYZ","Myeloid"
"9","CD8A",0,5.25817512292086,0.708,0.032,0,0,"CD8A","T_NK"
"3","CD2",0,3.38021453363476,0.945,0.155,0,0,"CD2","T_NK"
"2","CD3D",0,3.1647486084268,0.948,0.146,0,0,"CD3D","T_NK"
"5","CD3E",0,3.01514162271711,0.912,0.148,0,0,"CD3E","T_NK"
"7","NKG7",0,2.27729569045557,0.836,0.098,0,0,"NKG7","T_NK"
"15","CD69",0,2.26540812516687,0.78,0.204,0,0,"CD69","T_NK"
"22","CXCR4",0,2.17431831099492,0.938,0.404,0,0,"CXCR4","B"
"94","GZMB",0,2.14603765273397,0.388,0.06,0,0,"GZMB","T_NK"
"99","CD27",0,1.99345915041099,0.428,0.11,0,0,"CD27","B"
"29","PRF1",0,1.98861003061139,0.565,0.064,0,0,"PRF1","T_NK"
"219","KRT18",1.03178527397826e-215,-5.18847181575335,0.036,0.308,2.55170816107564e-211,0,"KRT18","Epithelial"
"251","MUC1",2.15787792493035e-195,-5.44576549589964,0.033,0.285,5.33664789614525e-191,0,"MUC1","Epithelial"
"215","KRT8",1.91253159468644e-218,-5.60217057778764,0.024,0.296,4.72988188681905e-214,0,"KRT8","Epithelial"
"211","KRT19",3.42100730322563e-222,-5.6215034400256,0.051,0.33,8.46049316160732e-218,0,"KRT19","Epithelial"
"43","LYZ",0,-6.21076516553076,0.087,0.522,0,0,"LYZ","Myeloid"
